Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Recommended_Fertilizer,,
6.4,43,37,75,11.16,72.49,2088.3,Tomato,Sowing,Urea,,
6.65,71,40,93,39.69,50.93,2948.08,Maize,Harvest,SSP,,
7.58,86,24,32,33.16,61.74,2223.71,Potato,Flowering,DAP,,
7.15,142,69,72,20.79,86.14,1452.57,Tomato,Vegetative,NPK,,
6.14,50,48,67,20.62,32.54,704.76,Wheat,Harvest,Urea,,
8.08,72,89,106,24.49,46.03,2405.6,Wheat,Harvest,Zinc Sulphate,,
5.15,140,30,59,36.26,36.36,1190.63,Cotton,Vegetative,DAP,,
8.48,50,17,17,10.54,59.76,2842.43,Rice,Vegetative,Urea,,
4.98,95,51,60,26.45,76.23,975.85,Cotton,Vegetative,Compost,,
4.56,157,68,110,11.68,88.6,750.49,Tomato,Harvest,Compost,,
8.06,103,88,51,13.47,39.33,1937.22,Tomato,Sowing,Zinc Sulphate,,
5.48,127,87,103,30.72,32.64,2763.77,Wheat,Vegetative,Compost,,
7.42,75,29,72,17.03,38.3,594.99,Sugarcane,Vegetative,DAP,,
7.74,55,70,40,11.25,88.13,315.76,Sugarcane,Harvest,Urea,,
7.94,70,20,114,14.93,49.21,2908.68,Sugarcane,Sowing,DAP,,
8.47,100,41,68,16.26,46.03,582.83,Maize,Vegetative,Zinc Sulphate,,
5.68,123,13,91,33.09,74.1,1901.06,Maize,Vegetative,DAP,,
7.34,144,38,104,28.75,37.24,757.47,Tomato,Vegetative,DAP,,
4.96,158,14,99,32.05,50.94,669.51,Wheat,Sowing,DAP,,
6.13,24,85,97,21.09,38.69,636.93,Cotton,Flowering,Urea,,
7.89,120,48,60,13.39,88.46,2187.92,Potato,Sowing,Zinc Sulphate,,
5.97,119,32,66,34.16,47.11,2326.94,Tomato,Vegetative,DAP,,
6.86,127,25,14,14.21,46.15,535.44,Maize,Sowing,DAP,,
6.52,33,59,84,21.48,68.06,582.39,Wheat,Flowering,Urea,,
7.08,136,20,61,17.87,31,2816.13,Sugarcane,Harvest,DAP,,
8.39,47,81,97,18.9,69.21,1848.81,Potato,Flowering,Urea,,
4.72,28,57,74,28.06,57.23,2387.63,Sugarcane,Harvest,Urea,,
6.8,78,43,21,14.93,41.05,425.56,Rice,Sowing,MOP,,
7.95,57,30,111,23.38,59.18,346.75,Cotton,Harvest,Urea,,
6.43,112,72,32,29.16,89.94,1309.35,Wheat,Harvest,MOP,,
4.81,91,26,61,36.07,80.33,1754.71,Tomato,Harvest,DAP,,
6.74,67,43,117,21.14,88.45,1243,Wheat,Vegetative,NPK,,
5.83,149,60,98,19.56,85.56,2197.61,Potato,Flowering,NPK,,
5.12,25,76,72,21.04,79.22,2074.55,Sugarcane,Sowing,Urea,,
7.9,80,33,85,25.02,50.08,1451.19,Maize,Harvest,DAP,,
6.59,21,31,12,19.39,73.8,422.37,Maize,Vegetative,Urea,,
8.23,102,19,33,17.51,53.49,1867.47,Wheat,Vegetative,DAP,,
7.72,32,14,99,21.26,55.77,877.26,Potato,Sowing,Urea,,
7.27,68,40,88,33.33,82.4,1280.35,Tomato,Vegetative,NPK,,
4.52,27,33,104,17.58,42.31,240.31,Maize,Sowing,Urea,,
6.21,28,20,116,35.34,47.8,1659.1,Wheat,Flowering,Urea,,
5.29,92,60,51,18.55,85.83,2157.18,Tomato,Vegetative,Compost,,
8.14,31,57,30,28.09,71.98,1816.99,Rice,Flowering,Urea,,
5.2,140,87,94,39.13,33.89,2304.41,Maize,Vegetative,Compost,,
5.64,158,13,94,38.55,37.3,2998.36,Rice,Flowering,DAP,,
6.57,101,17,34,23.04,64.77,1971.19,Potato,Flowering,DAP,,
5.55,126,16,21,12.03,77.93,819.02,Cotton,Sowing,DAP,,
5.34,120,41,57,37.08,77.57,1802.42,Rice,Harvest,Compost,,
6.9,79,31,110,13.81,55.5,886.21,Cotton,Harvest,DAP,,
4.86,86,45,91,37.71,45.51,1124.57,Tomato,Flowering,Compost,,
4.73,48,38,83,31.98,77.26,1185.72,Rice,Vegetative,Urea,,
5.99,85,77,79,38.03,86.64,1655.96,Maize,Flowering,Urea,,
7.38,24,70,66,29.96,56.65,1666.45,Rice,Harvest,Urea,,
6.72,143,62,38,39.85,38.24,2068.49,Maize,Vegetative,MOP,,
6.19,114,81,38,24.01,66.58,1425.63,Wheat,Sowing,MOP,,
6.76,24,24,102,19.89,34.3,725.55,Wheat,Vegetative,Urea,,
5.96,104,57,55,21.8,66.69,1574.76,Tomato,Sowing,Compost,,
8.24,68,63,119,20.51,40.38,2430.11,Cotton,Harvest,Zinc Sulphate,,
4.72,45,77,18,22.02,60.96,2167.91,Sugarcane,Vegetative,Urea,,
7.19,90,78,41,36.56,67.53,522.78,Potato,Vegetative,NPK,,
8.07,117,73,22,27.76,56.8,2855.34,Rice,Vegetative,MOP,,
7.72,145,75,119,31.77,79.64,1056.32,Maize,Harvest,Zinc Sulphate,,
5.24,33,59,62,18.64,52.48,1842.08,Sugarcane,Flowering,Urea,,
5.68,37,81,84,39.7,39.3,289.79,Wheat,Sowing,Urea,,
7.37,76,56,107,18.42,57.83,2746.53,Maize,Vegetative,NPK,,
4.84,44,77,63,14.77,87.81,2114,Maize,Harvest,Urea,,
7.75,89,22,38,33.35,82.81,972.95,Sugarcane,Harvest,DAP,,
7.38,152,23,60,35.17,48.66,2113.33,Maize,Flowering,DAP,,
7.42,104,18,85,21.81,44.56,1019.13,Sugarcane,Flowering,DAP,,
4.9,58,37,58,26.23,59,927.23,Rice,Harvest,Urea,,
7.37,133,47,104,22.42,69.31,1451.56,Rice,Sowing,Compost,,
7.22,30,21,50,18.82,85.6,1880.18,Rice,Sowing,Urea,,
7.82,121,22,95,34.4,66.8,786.17,Wheat,Vegetative,DAP,,
4.67,44,30,99,32.71,80.17,2280.13,Potato,Harvest,Urea,,
4.59,21,64,116,24.56,71.76,1818.54,Sugarcane,Harvest,Urea,,
5.99,55,47,21,23.67,36.09,220.89,Rice,Flowering,Urea,,
5.1,56,61,44,15.4,83.51,1738.25,Wheat,Sowing,Urea,,
6.73,21,35,111,29.12,41.97,1378.56,Wheat,Flowering,Urea,,
8.17,127,31,13,37.71,52,2074.21,Potato,Harvest,DAP,,
6.07,110,60,54,31.57,80.42,2713.79,Wheat,Flowering,Zinc Sulphate,,
7.88,115,81,58,25.19,88.75,935.42,Rice,Harvest,Zinc Sulphate,,
4.5,23,46,83,11.16,48.64,2086.3,Maize,Harvest,Urea,,
5.17,113,54,27,37.91,52.99,624.67,Potato,Vegetative,MOP,,
4.62,65,86,55,19.24,59.14,439.66,Rice,Flowering,Compost,,
5.81,128,46,92,19,59.88,2809.12,Tomato,Flowering,DAP,,
8.13,121,23,67,24.09,75.02,2614.41,Potato,Harvest,DAP,,
4.89,84,27,24,22.87,79.03,1603.93,Potato,Flowering,DAP,,
6.93,75,16,67,38.87,89.46,587.3,Wheat,Sowing,DAP,,
6.31,54,83,32,14.95,78.25,937.3,Cotton,Harvest,Urea,,
8.25,138,69,32,30.67,47.99,1788.66,Rice,Harvest,MOP,,
4.99,120,67,94,13.2,51.49,2025.18,Rice,Sowing,Compost,,
5.35,42,64,35,18.31,67.08,2133.7,Tomato,Vegetative,Urea,,
4.62,97,43,118,31.66,71.2,2293.88,Maize,Flowering,Compost,,
6.24,63,54,43,34.12,35.4,787.64,Rice,Vegetative,NPK,,
5.61,20,12,50,24.07,50.62,1029.51,Rice,Sowing,Urea,,
7.98,159,49,86,33.68,42.16,235.34,Wheat,Vegetative,Zinc Sulphate,,
6.92,39,85,66,38.05,60.47,407.16,Potato,Harvest,Urea,,
6.96,130,62,34,38.07,40.12,1066.57,Potato,Vegetative,MOP,,
6.63,131,40,63,20.27,64.84,720.18,Potato,Flowering,Compost,,
4.87,117,32,53,19.36,58.04,1579.11,Potato,Harvest,DAP,,
6.28,25,81,106,31.79,54.24,2576.25,Wheat,Flowering,Urea,,
8.5,155,74,101,29.62,68.94,2224.37,Cotton,Harvest,Zinc Sulphate,,
7.84,40,64,22,21.77,54.98,2312.83,Potato,Flowering,Urea,,
8.07,122,88,63,16.86,53.96,1880.71,Potato,Sowing,Zinc Sulphate,,
7.79,64,21,36,28.55,69.07,2161.22,Wheat,Harvest,DAP,,
4.91,89,10,17,22.91,33.44,704,Potato,Harvest,DAP,,
5.41,124,20,109,13.96,55.95,1746.9,Potato,Flowering,DAP,,
4.51,157,60,52,29.18,41.72,1797.66,Sugarcane,Harvest,Compost,,
5.71,94,75,79,30.93,32.31,1960.39,Potato,Sowing,DAP,,
4.93,20,54,86,20.93,32.08,2381.99,Tomato,Sowing,Urea,,
6.39,157,81,93,34.96,40.06,2843.21,Maize,Sowing,Compost,,
7.21,102,40,64,12.21,56.04,2192.82,Rice,Flowering,Compost,,
8,93,62,73,24.88,64,2783.18,Rice,Flowering,Zinc Sulphate,,
7.5,130,54,14,38.69,77.75,1739.78,Sugarcane,Harvest,MOP,,
8.25,33,76,68,15.71,66.46,1010.15,Maize,Vegetative,Urea,,
4.72,150,50,118,15.17,61.2,2043.88,Sugarcane,Sowing,Compost,,
4.55,154,37,36,21.36,32.18,2946.62,Sugarcane,Sowing,DAP,,
7.15,127,71,28,18.04,47.87,2187.19,Potato,Flowering,MOP,,
5.66,22,11,74,16.65,71.54,2913.24,Maize,Sowing,Urea,,
5.51,138,81,77,38.5,46.23,262.7,Tomato,Sowing,MOP,,
5.82,112,74,75,20.35,65.66,923.41,Rice,Flowering,Urea,,
5.58,110,30,117,11.8,66.23,966.09,Rice,Harvest,DAP,,
6.55,44,24,35,36.99,48.31,1395.04,Maize,Vegetative,Urea,,
6.26,62,64,42,23.45,64.3,286.21,Wheat,Flowering,DAP,,
6.55,134,17,117,32.08,36.84,2759.91,Potato,Flowering,DAP,,
7.19,113,29,118,21.02,73.62,2179.81,Maize,Harvest,DAP,,
6.05,63,86,47,38.06,31.35,435.05,Sugarcane,Flowering,SSP,,
5.51,48,73,16,18.63,32.12,689.15,Sugarcane,Harvest,Urea,,
5.16,110,48,102,29.88,82.22,1888.7,Tomato,Sowing,Compost,,
5.9,76,16,14,34.73,64.82,2743.81,Tomato,Vegetative,DAP,,
7.47,127,66,18,17.14,39.77,445.32,Rice,Harvest,MOP,,
7.53,156,84,22,34.05,66.1,1413.25,Tomato,Flowering,MOP,,
7.17,41,40,119,33.77,52.19,760.04,Tomato,Harvest,Urea,,
5.44,89,43,49,38.93,46.19,704.95,Maize,Vegetative,Compost,,
6.85,25,84,57,37.68,78.68,2244.24,Maize,Harvest,Urea,,
6.78,141,60,55,21.66,58.64,2514.18,Rice,Flowering,Zinc Sulphate,,
6.44,137,65,73,27.72,47.61,2779.21,Sugarcane,Vegetative,NPK,,
6.7,71,38,73,37.76,86.62,2115.16,Rice,Sowing,DAP,,
6.47,89,72,38,10.13,39.9,383.82,Cotton,Sowing,MOP,,
6.76,112,42,27,28.82,38.52,1199.79,Potato,Vegetative,MOP,,
7.36,100,54,39,16.46,35.84,1436.36,Sugarcane,Vegetative,MOP,,
4.94,93,15,83,32.16,37.47,972.49,Maize,Vegetative,DAP,,
7.5,126,46,28,33.89,45.17,1711.63,Wheat,Harvest,MOP,,
5.04,155,62,57,31.39,71.91,851.38,Wheat,Harvest,Compost,,
4.77,33,11,18,39.88,70.31,2718.4,Wheat,Flowering,Urea,,
8.4,50,66,94,24.38,75.81,601.78,Maize,Vegetative,Urea,,
8.33,113,60,10,26.84,64.53,1392.95,Maize,Flowering,MOP,,
4.74,101,48,114,22.27,59.56,549.58,Potato,Vegetative,Compost,,
6.27,49,31,99,39.22,55.91,1203.11,Wheat,Harvest,Urea,,
5.24,49,88,87,37.68,82.48,1557.4,Wheat,Flowering,Urea,,
6.44,119,52,48,39.6,50.61,1750.92,Potato,Sowing,DAP,,
7.82,67,47,102,39.55,83.49,1128.16,Tomato,Sowing,Zinc Sulphate,,
8.3,46,73,64,36.86,46.53,2466.98,Cotton,Vegetative,Urea,,
7.04,113,46,116,37.93,39.44,1643.16,Rice,Vegetative,NPK,,
5.92,34,47,61,13.6,45.31,2978.77,Potato,Sowing,Urea,,
6.91,63,80,80,15.21,59.94,545.87,Wheat,Harvest,NPK,,
5.75,67,40,73,36.56,85.55,713.93,Wheat,Vegetative,NPK,,
8.14,133,53,33,31.8,40.64,2445.02,Potato,Flowering,MOP,,
7.98,144,23,36,36.25,64.79,1751.94,Cotton,Vegetative,DAP,,
6.73,33,61,115,33.1,43.06,1208.07,Tomato,Sowing,Urea,,
5.8,73,76,75,14.19,70.66,1349.26,Rice,Harvest,Compost,,
5.67,111,14,75,37.5,57.9,1778.61,Wheat,Flowering,DAP,,
4.63,143,51,71,33.14,74.01,440.18,Cotton,Flowering,Compost,,
7.76,80,16,25,27.12,81.37,2342.36,Sugarcane,Harvest,DAP,,
6.3,37,27,21,25.97,50.08,1457.58,Potato,Harvest,Urea,,
5.8,105,66,49,27.21,86.29,1355.04,Rice,Harvest,Zinc Sulphate,,
6.38,76,83,99,21.71,58.11,2364.94,Rice,Harvest,Compost,,
7.77,104,53,19,34.1,86.2,1793.74,Sugarcane,Harvest,MOP,,
5,34,70,73,37.27,43.84,2311.63,Tomato,Harvest,Urea,,
7.93,125,72,64,17.59,83.83,2800.18,Wheat,Harvest,Zinc Sulphate,,
8.09,77,41,88,11.14,50.02,2848.34,Sugarcane,Flowering,Zinc Sulphate,,
8.29,149,37,98,16.09,75.05,1401.95,Wheat,Vegetative,DAP,,
6.09,33,13,13,32.72,88.09,394.64,Wheat,Vegetative,Urea,,
5.37,40,24,99,36.05,84.73,234.98,Cotton,Harvest,Urea,,
5.99,64,11,32,20.46,57.82,2174.65,Cotton,Harvest,DAP,,
5.83,53,32,110,14.57,50.69,428.33,Maize,Flowering,Urea,,
5.2,136,68,58,35.76,66.76,1292.55,Tomato,Flowering,Compost,,
6.93,90,32,115,16.44,72.35,2054.34,Tomato,Vegetative,DAP,,
6.41,98,35,13,17.26,62.41,2995.48,Rice,Harvest,DAP,,
7.96,31,43,10,12.78,80.91,824.58,Cotton,Sowing,Urea,,
4.63,142,22,74,37.31,33.5,227.19,Tomato,Flowering,DAP,,
7.08,26,49,48,19.8,65.98,315.51,Rice,Harvest,Urea,,
7.55,88,60,12,15.16,61.51,825.25,Wheat,Flowering,MOP,,
7.54,130,19,66,38.61,32.36,2980.42,Potato,Harvest,DAP,,
8.04,122,48,68,20.07,30.76,415.94,Cotton,Sowing,Zinc Sulphate,,
7.42,136,13,88,32.42,66.37,2297.94,Maize,Harvest,DAP,,
8.21,117,61,116,16.91,37.08,619.81,Wheat,Sowing,Zinc Sulphate,,
5.83,44,65,27,31.8,76.11,770.54,Sugarcane,Sowing,Urea,,
6.51,85,36,30,16.96,86.95,440.6,Cotton,Flowering,DAP,,
4.56,70,17,65,29.13,40.64,838.71,Rice,Sowing,DAP,,
4.53,139,62,61,23.23,77.91,523.47,Maize,Sowing,Compost,,
5.46,144,22,17,33.96,65.49,248.76,Tomato,Flowering,DAP,,
4.9,159,55,34,31.91,56.88,2436.21,Maize,Sowing,MOP,,
5.54,144,45,41,38.06,69.02,733.38,Tomato,Sowing,SSP,,
5.21,66,52,79,21.3,78.14,532.1,Maize,Harvest,Compost,,
4.61,157,44,49,32.63,88.24,962.16,Wheat,Flowering,Compost,,
8.14,29,60,93,39.07,69.63,2310.57,Tomato,Sowing,Urea,,
4.53,118,72,38,20.09,74.82,829.41,Wheat,Sowing,MOP,,
7.44,60,77,78,18.7,66.45,1717.33,Tomato,Harvest,SSP,,
5.11,74,22,44,33.07,63.9,807.7,Cotton,Harvest,DAP,,
8.15,137,56,92,23.37,33.89,1283.86,Potato,Vegetative,Zinc Sulphate,,
8.07,134,15,112,21.96,39.3,1659.74,Tomato,Harvest,DAP,,
7.12,62,27,85,26.37,52.76,2321.89,Potato,Harvest,DAP,,
7.19,51,17,42,38.07,68.97,988.74,Tomato,Sowing,Urea,,
4.52,134,50,108,12.52,34.55,1450.14,Tomato,Sowing,Compost,,
8.44,90,70,115,23.97,62.66,2000.15,Rice,Harvest,Zinc Sulphate,,
8.01,45,29,111,13.3,30.79,970.67,Sugarcane,Harvest,Urea,,
8.08,77,65,55,36.51,75.97,816.1,Wheat,Sowing,Zinc Sulphate,,
7.14,95,11,81,14.1,70.02,1792.94,Potato,Flowering,DAP,,
5.88,133,75,111,12.69,61.24,2866.7,Maize,Vegetative,NPK,,
8.07,109,41,40,38.91,64.27,2748.22,Tomato,Vegetative,Zinc Sulphate,,
5.67,121,31,84,26.9,85.97,1881.01,Tomato,Flowering,DAP,,
6.75,25,50,77,34.78,84.4,1381.59,Maize,Flowering,Urea,,
4.9,159,19,49,24.11,77.57,1784.28,Rice,Flowering,DAP,,
8.19,156,48,78,23.07,50.17,2445.59,Tomato,Flowering,Zinc Sulphate,,
5.06,103,54,51,37.35,36.43,459.97,Sugarcane,Harvest,Compost,,
5.4,78,14,95,39.7,49.29,2387.33,Cotton,Sowing,DAP,,
6.73,86,21,53,28.56,75.12,2042.45,Cotton,Flowering,DAP,,
7.56,34,41,26,37.55,66.66,953.32,Potato,Harvest,Urea,,
6.98,82,49,29,35.88,72.33,2652.91,Wheat,Flowering,MOP,,
5.43,69,27,116,26.32,36.32,423.82,Sugarcane,Vegetative,DAP,,
4.5,115,83,85,38.23,39.51,2772.31,Potato,Vegetative,Compost,,
7.53,40,73,62,16.3,69.86,1286.18,Tomato,Harvest,Urea,,
8.44,20,10,53,36.55,52.31,2468.89,Wheat,Flowering,Urea,,
7.74,145,62,26,19.28,52.15,632.48,Wheat,Harvest,MOP,,
6.34,30,51,36,10.92,53.56,1789.09,Rice,Vegetative,Urea,,
8.12,127,47,32,33.61,77.76,293.65,Cotton,Flowering,MOP,,
6.14,121,26,67,37.9,71.94,980.45,Potato,Flowering,DAP,,
6.6,107,71,78,16.5,36.36,2523.04,Tomato,Flowering,Compost,,
6.41,154,37,65,26.02,50.66,1472.19,Maize,Vegetative,DAP,,
6.29,132,31,101,32.48,70.43,2046.6,Rice,Flowering,DAP,,
7.6,119,55,110,19.95,88.57,2460.22,Rice,Harvest,MOP,,
6.61,148,47,103,14.41,84.74,1684.93,Maize,Vegetative,NPK,,
5.77,84,41,54,21.77,44.9,1840.31,Potato,Vegetative,NPK,,
5.53,83,64,38,23.7,33.96,2345.76,Potato,Harvest,MOP,,
4.65,36,18,23,32.27,64.4,537.25,Sugarcane,Harvest,Urea,,
6.83,158,59,17,15.96,54.38,400.35,Maize,Harvest,MOP,,
5.42,144,46,55,34.45,41,1941.38,Maize,Sowing,Compost,,
5.09,29,74,36,25.07,69.1,2930.18,Maize,Harvest,Urea,,
7.12,85,88,79,37.12,39.62,2005.3,Maize,Harvest,Compost,,
7.22,51,53,16,26.97,51.09,2174.27,Potato,Sowing,Urea,,
7.51,35,69,35,23.41,77.67,2043.94,Potato,Sowing,Urea,,
6.51,131,38,51,18.6,71.06,1895.95,Cotton,Vegetative,DAP,,
8.08,45,72,39,13.19,66.43,753.34,Cotton,Flowering,Urea,,
8.25,123,85,90,21.15,85.85,2552.77,Rice,Vegetative,Zinc Sulphate,,
7.73,93,35,15,22.41,37.52,1813.96,Rice,Sowing,DAP,,
7.04,119,54,76,27.05,71.46,2939.42,Sugarcane,Vegetative,NPK,,
5.71,113,44,92,35.8,37.04,393.43,Maize,Harvest,SSP,,
8.43,156,87,92,23.91,38.18,1035.76,Sugarcane,Harvest,Zinc Sulphate,,
5.6,24,16,63,19.43,60.39,478.21,Sugarcane,Harvest,Urea,,
5.31,26,76,97,36.2,31.45,2605.65,Potato,Sowing,Urea,,
6.27,84,62,101,32.02,60.06,2490.04,Tomato,Harvest,Urea,,
4.73,31,50,44,19.21,30.57,2364.56,Sugarcane,Sowing,Urea,,
8.41,44,13,44,15.01,66.14,2100.1,Sugarcane,Vegetative,Urea,,
6.85,29,11,14,18.73,48.72,498.47,Cotton,Sowing,Urea,,
6.73,52,44,111,13.71,35,1336.66,Maize,Sowing,Urea,,
7.12,122,42,15,37.1,76.85,2172.62,Rice,Vegetative,MOP,,
6.49,35,59,102,28.35,53.4,1210.36,Wheat,Vegetative,Urea,,
4.63,91,22,32,35.91,56.64,2209.96,Cotton,Vegetative,DAP,,
6.95,52,16,118,34.61,52.47,999.1,Sugarcane,Sowing,Urea,,
7.36,54,48,68,14.6,35.02,1721.91,Potato,Flowering,Urea,,
6.17,121,58,60,23.29,57.6,1192.69,Wheat,Vegetative,NPK,,
7.53,95,12,71,39.16,69.93,2780.2,Tomato,Harvest,DAP,,
5.41,98,26,110,17.01,84.2,1438.69,Maize,Sowing,DAP,,
5.39,36,34,41,11.51,75.83,1002.69,Maize,Harvest,Urea,,
5.15,46,23,10,20.38,34.76,359.63,Sugarcane,Sowing,Urea,,
5.99,133,14,58,25.33,39.95,607.27,Tomato,Sowing,DAP,,
7.89,40,80,107,11.68,32.69,1781.74,Cotton,Harvest,Urea,,
7.81,36,42,117,22.8,37.16,2163.2,Wheat,Sowing,Urea,,
6.03,95,60,37,17.6,58.83,2872.23,Sugarcane,Vegetative,MOP,,
6.86,63,26,80,16.36,43.18,1871.05,Potato,Sowing,DAP,,
7.38,47,70,46,17.92,68.88,2106.15,Wheat,Sowing,Urea,,
5.46,44,40,38,13.16,31.94,1935.47,Tomato,Harvest,Urea,,
5.17,66,24,28,12.3,81.43,2726.94,Cotton,Sowing,DAP,,
8.39,120,49,117,27.88,70.66,1046.83,Potato,Flowering,Zinc Sulphate,,
6.97,42,74,28,38.43,88.14,1889.02,Potato,Harvest,Urea,,
8.43,94,29,60,34.14,87.17,2887.39,Tomato,Sowing,DAP,,
5.85,69,43,93,35.02,71.58,219.96,Potato,Sowing,SSP,,
7.31,84,74,24,32.05,39.48,958.74,Rice,Harvest,MOP,,
5.39,35,41,33,38.68,43.32,2324.6,Potato,Flowering,Urea,,
5.54,143,31,114,38.52,46.65,1515.77,Potato,Sowing,DAP,,
6.55,69,71,70,33.35,55.6,671.47,Wheat,Harvest,Zinc Sulphate,,
5.78,32,54,62,31.48,64.25,1800.62,Maize,Flowering,Urea,,
5.17,99,20,81,19.16,70.96,1642.2,Potato,Vegetative,DAP,,
5.55,54,42,68,12.73,34.54,1471.54,Wheat,Flowering,Urea,,
4.64,133,47,16,12.79,66.63,1156.89,Potato,Flowering,MOP,,
7.32,51,74,92,32.09,33.55,347.1,Wheat,Vegetative,Urea,,
6.47,106,72,101,10.85,79.62,1891.55,Maize,Sowing,NPK,,
4.88,128,47,85,34.49,32.43,1648.32,Maize,Harvest,Compost,,
5.19,85,82,99,20.99,53.4,1839.01,Wheat,Vegetative,Compost,,
4.91,114,22,108,15.76,55.2,206.83,Wheat,Harvest,DAP,,
6.95,116,57,77,22.23,64.22,431.51,Wheat,Vegetative,NPK,,
4.88,66,33,43,31.1,35.73,669.55,Cotton,Flowering,DAP,,
7.52,137,45,16,18.25,85.99,1455.63,Maize,Harvest,MOP,,
4.58,54,29,63,15.21,52.99,2462.12,Potato,Sowing,Urea,,
5.5,119,52,100,32.14,53.77,888.37,Sugarcane,Sowing,Compost,,
8.06,83,66,76,36.42,44.59,2463.35,Maize,Harvest,Zinc Sulphate,,
7.37,31,74,106,27.57,76.84,858.71,Tomato,Flowering,Urea,,
4.79,139,69,21,25.72,30.47,2297.32,Cotton,Sowing,MOP,,
7.78,63,52,67,32.65,36.37,2647.85,Wheat,Harvest,NPK,,
6.47,30,74,92,31.98,58.25,2486.1,Potato,Vegetative,Urea,,
7.89,108,55,61,10.19,88.1,2267.47,Wheat,Sowing,Zinc Sulphate,,
6.9,65,71,90,18.46,32.14,307.64,Cotton,Sowing,Urea,,
7.23,78,79,65,37.96,33.72,1124.43,Rice,Sowing,Compost,,
8.47,118,35,91,38.81,72.89,750.24,Cotton,Vegetative,DAP,,
5.43,71,38,12,25.31,74.13,1528.85,Wheat,Vegetative,DAP,,
7,67,50,22,26.8,83.82,1192.01,Maize,Harvest,MOP,,
6.34,97,24,105,10.02,64.6,1929.84,Maize,Vegetative,DAP,,
4.66,151,28,72,30.17,54.21,1784.08,Potato,Flowering,DAP,,
4.56,121,82,14,16.37,57.06,1406.39,Maize,Sowing,MOP,,
4.98,51,68,34,13.84,55.89,2348.75,Rice,Harvest,Urea,,
7.1,109,37,95,19.14,88.41,241.45,Sugarcane,Vegetative,DAP,,
6.77,95,24,81,29.95,52.81,2624.13,Sugarcane,Flowering,DAP,,
6.71,52,67,61,23.09,35.76,208.26,Wheat,Sowing,Urea,,
4.63,123,62,89,20.47,47.38,1465.64,Maize,Harvest,Compost,,
6.38,72,51,105,31.8,87.61,2667.77,Maize,Flowering,Zinc Sulphate,,
8.2,127,37,14,34.41,55.69,1370.39,Maize,Vegetative,DAP,,
6.09,61,82,109,36.08,48.96,2315.88,Tomato,Flowering,Zinc Sulphate,,
7,55,28,68,23.34,48.65,1328.2,Potato,Sowing,Urea,,
7.62,44,80,34,31.53,30.54,2582.59,Maize,Flowering,Urea,,
7.64,134,86,89,36.56,67.99,2997.84,Cotton,Sowing,MOP,,
6.58,105,11,97,37.27,73.46,2715.22,Wheat,Sowing,DAP,,
7.93,28,27,23,24.76,51.18,356.1,Cotton,Sowing,Urea,,
6.07,126,49,86,20.66,82.37,615.12,Tomato,Flowering,SSP,,
8.05,88,62,96,37.01,74.57,1717.2,Rice,Harvest,Zinc Sulphate,,
5.46,89,17,61,17.84,66.05,2892.48,Potato,Vegetative,DAP,,
5.62,148,18,34,33.91,72.23,1337.71,Wheat,Harvest,DAP,,
4.71,50,86,100,37.26,76.17,975.72,Maize,Sowing,Urea,,
7.68,147,30,81,32.19,61.62,2901.94,Tomato,Harvest,DAP,,
6.17,150,53,65,30.4,53.87,2184.6,Maize,Harvest,Compost,,
5.42,121,69,91,11.52,37.54,2357.22,Cotton,Sowing,Compost,,
5.43,135,80,46,16.1,54.3,510.07,Sugarcane,Vegetative,Compost,,
8.11,23,40,79,30,63.01,935.17,Cotton,Flowering,Urea,,
7.84,159,22,15,33.56,86.87,1610.15,Sugarcane,Vegetative,DAP,,
6.71,141,54,34,11.9,39.29,2262.03,Wheat,Flowering,MOP,,
6.96,81,11,29,10.57,75.42,1172.4,Wheat,Harvest,DAP,,
6.4,90,43,32,19.35,44.44,771.96,Wheat,Flowering,MOP,,
6.07,111,78,66,29.35,87.42,1424.03,Rice,Vegetative,NPK,,
8.16,154,75,62,25.36,65.69,1388.03,Potato,Flowering,Zinc Sulphate,,
5,75,71,68,10.25,55.97,2644.31,Wheat,Sowing,Compost,,
6.17,86,56,90,14.55,50.81,2814.54,Potato,Harvest,Urea,,
5.88,82,11,105,32.57,42.12,672.68,Tomato,Vegetative,DAP,,
6.49,60,81,70,18.93,72.87,982.58,Cotton,Harvest,Zinc Sulphate,,
6.33,84,46,64,13.52,68.16,2400.87,Cotton,Vegetative,NPK,,
6.58,116,89,89,11.53,83.41,886.14,Sugarcane,Harvest,SSP,,
5.06,55,72,110,35.51,65.84,941,Wheat,Vegetative,Urea,,
6.55,33,65,29,24.15,40.19,2094.59,Potato,Harvest,Urea,,
5.47,66,55,12,25.11,70.97,1630.33,Sugarcane,Harvest,MOP,,
5.24,99,72,74,11.84,82.73,2170.09,Cotton,Vegetative,Compost,,
4.76,33,17,46,24.66,89.43,403.24,Maize,Sowing,Urea,,
7.55,98,64,44,29.37,71.1,1611.77,Wheat,Flowering,SSP,,
6.21,135,52,25,13.68,47.37,2083.97,Tomato,Sowing,MOP,,
7.01,20,32,13,37.08,63.92,1528.35,Potato,Vegetative,Urea,,
7.41,38,25,12,33.5,60.9,557.89,Potato,Sowing,Urea,,
7.22,140,61,117,34.06,60.72,574.88,Potato,Flowering,Urea,,
